Address,City,State,Zip,All Services,Zinc Treatment,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,,Roof Details >> Roof: >> Type,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size,,,
8314 188th Street Southwest,Edmonds,Washington,98026,"Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $150), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $180), Preventative Roof Treatment - Zinc Powder (1, $160), Exterior Gutter Washing (1, $200), Gutter Guard Installation (1, $1120), House Wash (1, $1085), Interior Window Cleaning (1, $170), Exterior Window Cleaning (1, $245), Screen Cleaning (1, $45), Track Cleaning (1, $144), Window Frame Cleaning  (1, $98), Window Cleaning Discount (1, $-55), Pressure Washing - Driveway  (1, $620), Pressure Washing - Patio (1, $490), Pressure Washing Discount (1, $-125)",160,Composite - 3 Tab,2166,963000,955400,N/A,,Composite - 3 Tab,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft,,,
8314 188th Street Southwest,Edmonds,Washington,98026,"Preventative Roof Treatment - Chemical Spray (1, $180), Preventative Roof Treatment - Zinc Powder (1, $160), Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), 60-Day Workmanship Guarantee (1, $0), Rooftop Sweep (1, $150), Exterior Gutter Washing (1, $200), Gutter Guard Installation (1, $1120), House Wash (1, $1085), Interior Window Cleaning (1, $170), Exterior Window Cleaning (1, $245), Screen Cleaning (1, $45), Track Cleaning (1, $144), Window Frame Cleaning  (1, $98), Pressure Washing - Driveway  (1, $620), Pressure Washing - Back Patio and Side Walkway (1, $490)",160,Composite - 3 Tab,2166,963000,955400,N/A,,Composite - 3 Tab,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft,,,
8314 226th Street Southwest,Edmonds,Washington,98026,"Moss Removal (1, $485), Preventative Roof Treatment - Chemical Spray (1, $155), Preventative Roof Treatment - Zinc Powder (1, $130), Gutter Clearing (1, $235), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-90), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $170), Interior Window Cleaning (1, $145), Exterior Window Cleaning (1, $180), Screen Cleaning (1, $20), Track Cleaning (1, $123), Window Frame Cleaning  (1, $72), Window Cleaning Discount (1, $-30)",130,Composite - Architectural,1068,550000,841725,1,,Composite - Architectural,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
8315 Northeast 126th Place,Kirkland,Washington,98034,"Preventative Roof Treatment - Chemical Spray (1, $195), Preventative Roof Treatment - Zinc Powder (1, $170), Gutter Clearing (1, $300), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-50), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $240), Gutter Guard Installation (1, $1480), House Wash (1, $1890), Interior Window Cleaning (1, $280), Exterior Window Cleaning (1, $400), Screen Cleaning (1, $80), Track Cleaning (1, $238), Window Frame Cleaning  (1, $160), Window Cleaning Discount (1, $-90), Pressure Washing - Driveway (1, $375)",170,Composite - Architectural,3070,1897800,1659950,N/A,,Composite - Architectural,5 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft,,,
8316 Southwest 2nd Avenue,Portland,Oregon,97219,"Moss Removal (1, $480), Gutter Clearing (1, $250), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $210), Interior Window Cleaning (1, $210), Exterior Window Cleaning (1, $240), Screen Cleaning (1, $50), Track Cleaning (1, $178), Window Frame Cleaning  (1, $96), Window Cleaning Discount (1, $-80), Discount (1, $-219)",180,Composite - Architectural,1896,626900,574155,N/A,,Composite - Architectural,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft,,,
8317 Wolcott Avenue South,Seattle,Washington,98118,"Gutter Clearing (1, $225), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Exterior Window Cleaning (1, $250), Screen Cleaning Disclaimer (1, $0), Pressure Washing (Deck or Hardwood) (1, $440), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $150), Preventative Roof Treatment - Zinc Powder (1, $130), Exterior Gutter Washing (1, $150), Gutter Guard Installation (1, $1020), Track Cleaning (1, $165), Window Frame Cleaning  (1, $100), Interior Window Cleaning (1, $195), Screen Cleaning (1, $30), Window Cleaning Discount (1, $-70)",130,Composite - Architectural,1603,697000,809650,1,,Composite - Architectural,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft,,,
832 Northeast 120th Street,Seattle,Washington,98125,"Interior Window Cleaning (1, $240), Exterior Window Cleaning (1, $310), Screen Cleaning Disclaimer (1, $0), Screen Cleaning (1, $50), Window Cleaning Discount (1, $-85), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $170), Gutter Clearing (1, $310), Exterior Gutter Washing (1, $225), Gutter Guard Installation (1, $1640), Track Cleaning (1, $204), Window Frame Cleaning  (1, $124), Skylight Cleaning (1, $120), Booking Discount (1, $-60)",170,Composite - Architectural,3360,1414000,701821,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft,,,
8320 188th Street Southwest,Edmonds,Washington,98026,"Gutter Clearing - Disclaimer  (1, $0), Moss Removal (1, $450), Preventative Roof Treatment - Chemical Spray (1, $160), Preventative Roof Treatment - Zinc Powder (1, $135), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Skylight Cleaning (1, $100), Interior Window Cleaning (1, $185), Exterior Window Cleaning (1, $245), Screen Cleaning (1, $40), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-60), Booking Discount (1, $-125), 60-Day Workmanship Guarantee (1, $0)",135,Composite - Architectural,2008,934900,907550,N/A,,Composite - Architectural,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft,,,
8321 26th Avenue Northwest,Seattle,Washington,98117,"Gutter Clearing (1, $310), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $195), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $230), Gutter Guard Installation (1, $1450), Interior Window Cleaning (1, $205), Exterior Window Cleaning (1, $240), Screen Cleaning (1, $50), Track Cleaning (1, $174), Window Frame Cleaning  (1, $96), Window Cleaning Discount (1, $-70)",180,Composite - Architectural,1980,1280400,886550,N/A,,Composite - Architectural,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
8327 14th Avenue Northwest,Seattle,Washington,98117,"Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $175), Preventative Roof Treatment - Zinc Powder (1, $150), Rooftop Sweep (1, $205), Interior Window Cleaning (1, $220), Exterior Window Cleaning (1, $315), Screen Cleaning (1, $60), Track Cleaning (1, $187), Window Frame Cleaning  (1, $126), Skylight Cleaning (1, $65), Booking Discount (1, $-25)",150,Composite - Architectural,1950,1189700,1107900,N/A,,Composite - Architectural,6 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft,,,
833 Summerhill Ridge Drive Northwest,Issaquah,Washington,98027,"Gutter Clearing (1, $385), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $220), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $310), Gutter Guard Installation (1, $2140), House Wash (1, $1685), Interior Window Cleaning (1, $240), Exterior Window Cleaning (1, $350), Screen Cleaning (1, $60), Track Cleaning (1, $204), Window Frame Cleaning  (1, $140), Window Cleaning Discount (1, $-80), Pressure Washing - Driveway (1, $445)",180,Composite - Architectural,4310,1777900,1916938,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft,,,
8341 30th Avenue Northwest,Seattle,Washington,98117,"Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $175), Gutter Clearing (1, $290), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $235), House Wash (1, $1320), Interior Window Cleaning (1, $205), Exterior Window Cleaning (1, $285), Screen Cleaning (1, $55), Track Cleaning (1, $174), Window Frame Cleaning  (1, $114)",175,Composite - Architectural,2640,1133700,1125563,N/A,,Composite - Architectural,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft,,,
8349 13th Avenue Northwest,Seattle,Washington,98117,"Moss Removal (1, $475), Preventative Roof Treatment - Chemical Spray (1, $135), Preventative Roof Treatment - Chemical Spray, Garage Only (1, $30), Preventative Roof Treatment - Zinc Powder (1, $110), Preventative Roof Treatment - Zinc Powder, Garage Only (1, $25), Gutter Clearing (1, $225), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Gutter Clearing - Garage Only (1, $75), Downspout Reconfiguration (1, $165), Booking Discount (1, $-85), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $175), Gutter Guard Installation (1, $825), House Wash (1, $795), Interior Window Cleaning (1, $130), Exterior Window Cleaning (1, $190), Screen Cleaning (1, $25), Track Cleaning (1, $110), Window Frame Cleaning  (1, $76), Window Cleaning Discount (1, $-30), Skylight Cleaning (1, $25), Pressure Washing - Driveway & Front Walkway (1, $630)",110,Composite - Architectural,2110,1166700,781357,N/A,,Composite - Architectural,10 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,20ft,,,
8349 13th Avenue Northwest,Seattle,Washington,98117,"Moss Removal (1, $475), Preventative Roof Treatment - Chemical Spray (1, $135), Preventative Roof Treatment - Zinc Powder (1, $110), Gutter Clearing (1, $225), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Gutter Clearing - Garage (1, $75), Preventative Roof Treatment - Chemical Spray (Garage) (1, $30), Preventative Roof Treatment - Zinc Powder (Garage) (1, $25), Downspout Reconfiguration (1, $165), Booking Discount (1, $-85), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $175), Gutter Guard Installation (1, $825), House Wash (1, $795), Interior Window Cleaning (1, $130), Exterior Window Cleaning (1, $190), Screen Cleaning (1, $25), Track Cleaning (1, $110), Window Frame Cleaning  (1, $76), Window Cleaning Discount (1, $-30), Skylight Cleaning (1, $25), Pressure Washing - Driveway  (1, $630)",110,Composite - Architectural,2110,1166700,781357,N/A,,Composite - Architectural,10 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,20ft,,,
8359 120th Avenue Southeast,Newcastle,Washington,98056,"Gutter Clearing (1, $295), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $245), Gutter Guard Installation (1, $1495), Interior Window Cleaning (1, $235), Exterior Window Cleaning (1, $315), Screen Cleaning (1, $60), Track Cleaning (1, $199), Window Frame Cleaning  (1, $126), Window Cleaning Discount (1, $-110)",180,Composite - Architectural,3870,2199950,1760231,N/A,,Composite - Architectural,9 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft,,,
8370 Southwest Metolius Loop,Wilsonville,Oregon,97070,"Gutter Clearing (1, $385), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Exterior Window Cleaning (1, $350), Screen Cleaning Disclaimer (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $210), Preventative Roof Treatment - Zinc Powder (1, $200), Exterior Gutter Washing (1, $325), Interior Window Cleaning (1, $230), Screen Cleaning (1, $50), Track Cleaning (1, $195), Window Frame Cleaning  (1, $140)",200,Composite - Architectural,3964,1521900,598849,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft,,,
839 South 140th Street,Burien,Washington,98168,"Gutter Clearing (1, $380), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $205), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $310), Gutter Guard Installation (1, $2040), House Wash (1, $1780), Interior Window Cleaning (1, $335), Exterior Window Cleaning (1, $385), Screen Cleaning (1, $50), Track Cleaning (1, $284), Window Frame Cleaning  (1, $154), Window Cleaning Discount (1, $-100), Pressure Washing - Driveway (1, $385)",180,Composite - Architectural,3436,987700,666963,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft,,,
8393 Tuckaway Drive Southwest,Lakewood,Washington,98499,"Interior Window Cleaning (1, $175), Exterior Window Cleaning (1, $230), Screen Cleaning (1, $40), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-70), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $160), Preventative Roof Treatment - Zinc Powder (1, $145), Gutter Clearing (1, $265), Exterior Gutter Washing (1, $205), Gutter Guard Installation (1, $1250), Track Cleaning (1, $148), Window Frame Cleaning  (1, $92)",145,Composite - Architectural,1212,423000,503000,1,,Composite - Architectural,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft,,,
8401 41st Avenue Southwest,Seattle,Washington,98136,"Gutter Clearing (1, $290), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Skylight Cleaning (1, $40), Interior Window Cleaning (1, $240), Exterior Window Cleaning (1, $355), Screen Cleaning (1, $60), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-90), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $180), Preventative Roof Treatment - Zinc Powder (1, $170), Exterior Gutter Washing (1, $230), Gutter Guard Installation (1, $1450), Track Cleaning (1, $204), Window Frame Cleaning  (1, $142)",170,Composite - Architectural,3064,1399300,1211975,N/A,,Composite - Architectural,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
8403 Northeast Swire Street,Hillsboro,Oregon,97006,"Interior Window Cleaning (1, $215), Exterior Window Cleaning (1, $285), Screen Cleaning (1, $40), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-65), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $170), Preventative Roof Treatment - Zinc Powder (1, $145), Gutter Clearing (1, $270), Exterior Gutter Washing (1, $215), Gutter Guard Installation (1, $1350), Track Cleaning (1, $182), Window Frame Cleaning  (1, $114)",145,Composite - Architectural,2487,668250,469475,2,,Composite - Architectural,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
8408 55th Avenue South,Seattle,Washington,98118,"Moss Removal (1, $570), Preventative Roof Treatment - Chemical Spray (1, $175), Preventative Roof Treatment - Zinc Powder (1, $150), Gutter Clearing (1, $275), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Skylight Cleaning (1, $20), Interior Window Cleaning (1, $215), Exterior Window Cleaning (1, $235), Screen Cleaning (1, $45), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-40), Booking Discount (1, $-90), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $225), Gutter Guard Installation (1, $1320), House Wash (1, $1025), Track Cleaning (1, $182), Window Frame Cleaning  (1, $94)",150,Composite - Architectural,2490,1210200,1011763,N/A,,Composite - Architectural,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft,,,
8409 18th Avenue Southwest,Seattle,Washington,98106,"Preventative Roof Treatment - Chemical Spray (1, $150), Preventative Roof Treatment - Zinc Powder (1, $125), Gutter Clearing (1, $225), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Exterior Window Cleaning (1, $200), Screen Cleaning Disclaimer (1, $0), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $180), Interior Window Cleaning (1, $150), Screen Cleaning (1, $50), Track Cleaning (1, $127), Window Frame Cleaning  (1, $80)",125,Composite - Architectural,1500,683700,800638,N/A,,Composite - Architectural,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft,,,
841 Northwest 116th Street,Seattle,Washington,98177,"Preventative Roof Treatment - Chemical Spray (1, $210), Preventative Roof Treatment - Zinc Powder (1, $185), Gutter Clearing (1, $325), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-55), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $275), Gutter Guard Installation (1, $1680), House Wash (1, $1325), Interior Window Cleaning (1, $220), Exterior Window Cleaning (1, $335), Screen Cleaning (1, $65), Track Cleaning (1, $187), Window Frame Cleaning  (1, $134), Window Cleaning Discount (1, $-80)",185,Composite - Architectural,2920,1606800,1484163,N/A,,Composite - Architectural,9 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft,,,
8413 Northeast Woodland Cove Drive,Kirkland,Washington,98034,"Gutter Clearing (1, $410), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Exterior Window Cleaning (1, $470), Interior Window Cleaning (1, $385), Screen Cleaning (1, $70), Window Cleaning Discount (1, $-85), House Wash (1, $1645), Discount (1, $-225), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $230), Preventative Roof Treatment - Zinc Powder (1, $215), Exterior Gutter Washing (1, $320), Gutter Guard Installation (1, $2085)",215,Composite - Presidential,3610,2790900,3549100,N/A,,Composite - Presidential,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft,,,
8415 East E Street,Tacoma,Washington,98445,"Interior Window Cleaning (1, $245), Exterior Window Cleaning (1, $350), Screen Cleaning (1, $65), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-75), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $170), Preventative Roof Treatment - Zinc Powder (1, $150), Gutter Clearing (1, $255), Exterior Gutter Washing (1, $205), Gutter Guard Installation (1, $1275), Track Cleaning (1, $208), Window Frame Cleaning  (1, $140)",150,Composite - Architectural,1260,499500,444100,N/A,,Composite - Architectural,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft,,,
8415 Northeast Alberta Street,Portland,Oregon,97220,"Partial Moss Removal (1, $150), Preventative Roof Treatment - Chemical Spray (1, $140), Preventative Roof Treatment - Zinc Powder (1, $120), Gutter Clearing (1, $225), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-40), 60-Day Workmanship Guarantee (1, $0), Interior Window Cleaning (1, $120), Exterior Window Cleaning (1, $220), Screen Cleaning (1, $60), Track Cleaning (1, $102), Window Frame Cleaning  (1, $88), Window Cleaning Discount (1, $-80), Discount (1, $-59)",120,Composite - Architectural,1234,428700,379150,N/A,,Composite - Architectural,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
