Address,City,State,Zip,Gutter Clearing,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size
2320 East Columbia Street,Seattle,Washington,98122,250,N/A,1320,794400,1047963,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
8915 Latona Avenue Northeast,Seattle,Washington,98115,250,N/A,2210,1157300,1181738,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
1275 Southwest Orchard Street,Seattle,Washington,98106,250,Composition,2130,833700,690483,N/A,5 / 12,4 - 8,20ft,4 - 8,20ft,9 - 20,20ft
3936 South Findlay Street,Seattle,Washington,98118,250,N/A,1780,769900,724625,N/A,7 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
3105 Southeast 1st Street,Gresham,Oregon,97080,250,Composition,936,411200,441124,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
5271 Southwest Chinook Court,Lake Oswego,Oregon,97035,250,Composition,1390,660000,656213,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
5271 Southwest Chinook Court,Lake Oswego,Oregon,97035,250,Composition,1390,660000,656213,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
4820 Southwest Alaska Street,Seattle,Washington,98116,250,N/A,1860,1016900,1093556,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
4411 46th Avenue Southwest,Seattle,Washington,98116,250,N/A,2020,1013400,931438,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
8811 172nd Avenue Northeast,Redmond,Washington,98052,250,Composition,980,940900,1199938,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
5411 Southeast 104th Avenue,Portland,Oregon,97266,250,Shake / Shingle,884,327000,367288,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
16536 162nd Place Southeast,Renton,Washington,98058,250,,,,,,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
12218 Northeast 203rd Street,Bothell,Washington,98011,250,N/A,2370,1000900,1041213,N/A,,,,,,,
250 Northeast 42nd Street,Seattle,Washington,98105,250,N/A,2540,1260500,1228663,N/A,9 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
4456 46th Avenue Southwest,Seattle,Washington,98116,250,Composition,1930,1067000,965013,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3111 167th Avenue Northeast,Bellevue,Washington,98008,250,N/A,1890,1368300,1479788,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
11208 Southeast Pine Court,Portland,Oregon,97216,250,,,,Composition,1716,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
4113 Southwest Portland Street,Seattle,Washington,98136,250,,,,Composition,1696,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
1606 26th Avenue,Seattle,Washington,98122,250,Other,1880,996900,1206386,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
504 North 102nd Street,Seattle,Washington,98133,250,N/A,1290,788200,753975,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
3408 Lafayette Avenue South,Seattle,Washington,98144,250,N/A,1870,704400,651750,N/A,Steeper Than 12 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
6256 45th Avenue Northeast,Seattle,Washington,98115,250,Composition,1600,1026300,1230521,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
6256 45th Avenue Northeast,Seattle,Washington,98115,250,Composition,1600,1026300,1230521,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
8313 Southeast Kelly Court,Clackamas,Oregon,97015,250,Composition,1344,482100,423775,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
5605 North Montana Avenue,Portland,Oregon,97217,250,Composition,1944,628100,506674,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
10056 Northeast 197th Street,Bothell,Washington,98011,250,Asphalt,1670,870700,1215025,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
3417 Northeast 193rd Street,Lake Forest Park,Washington,98155,250,N/A,2410,941900,923737,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
13703 134th Avenue Northeast,Kirkland,Washington,98034,250,,,,,,7 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
16632 Northeast 26th Street,Bellevue,Washington,98008,250,Composition,1460,1275200,1443313,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
7932 11th Avenue Southwest,Seattle,Washington,98106,250,Composition,1180,601700,635638,N/A,9 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
36107 Southeast 25th Street,Fall City,Washington,98024,250,Metal,1530,1204100,1150725,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
401 Northwest 95th Street,Seattle,Washington,98117,250,Composition,960,783600,882438,N/A,5 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
18127 Southwest Monte Verdi Boulevard,Beaverton,Oregon,97007,250,Composition,1542,397200,446200,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5935 18th Avenue Southwest,Seattle,Washington,98106,250,N/A,1190,671800,588113,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
3875 Southwest 193rd Avenue,Aloha,Oregon,97007,250,Composition,1240,470600,473913,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
22439 Southeast 244th Street,Maple Valley,Washington,98038,250,N/A,1520,652600,651938,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10733 Durland Avenue Northeast,Seattle,Washington,98125,250,Composition,1660,976000,1150688,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
9737 61st Avenue South,Seattle,Washington,98118,250,Composition,3050,781400,670700,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
9737 61st Avenue South,Seattle,Washington,98118,250,Composition,3050,781400,670700,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
6311 18th Avenue Southwest,Seattle,Washington,98106,250,Composition,1540,839700,559088,N/A,,,,,,,
4027 Densmore Avenue North,Seattle,Washington,98103,250,Composition,2127,1450000,1570913,1,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
13325 17th Avenue Northeast,Seattle,Washington,98125,250,N/A,1810,921200,885675,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
13432 121st Avenue Northeast,Kirkland,Washington,98034,250,Composition,2490,1334200,1099686,N/A,,,,,,,
14034 2nd Avenue Northwest,Seattle,Washington,98177,250,N/A,1210,743000,677663,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
514 Northeast 17th Avenue,Battle Ground,Washington,98604,250,Composition,2145,710000,732613,1,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
2569 Northeast 85th Street,Seattle,Washington,98115,250,Composition,2000,1089200,1347713,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,28ft
8039 Earl Avenue Northwest,Seattle,Washington,98117,250,Composition,1740,995000,1026313,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,20ft
8039 Earl Avenue Northwest,Seattle,Washington,98117,250,Composition,1740,995000,1026313,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,20ft
4831 Southeast 60th Avenue,Portland,Oregon,97206,250,Composition,882,460900,484188,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
2206 28th Avenue West,Seattle,Washington,98199,250,Composition,1940,1350000,1694988,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
14058 Courtland Place North,Seattle,Washington,98133,250,N/A,900,638900,667975,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
216 73rd Street Southwest,Everett,Washington,98203,250,N/A,N/A,521400,607250,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,6ft
4515 South Holden Street,Seattle,Washington,98118,250,Composition,1900,673200,697463,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1350 Southeast 80th Avenue,Portland,Oregon,97215,250,Composition,1740,544500,501763,2,8 / 12,4 - 8,20ft,4 - 8,20ft,9 - 20,20ft
1372 Northeast Steele Creek Drive,Bremerton,Washington,98311,250,N/A,N/A,117400,162729,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,,
9444 24th Avenue Southwest,Seattle,Washington,98106,250,Composition,1110,616500,513363,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
14307 Wayne Place North,Seattle,Washington,98133,250,Composition,1300,653400,737375,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
9574 Lake Shore Boulevard Northeast,Seattle,Washington,98115,250,Metal,2310,2316300,2139825,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
5800 134th Place Southeast,Bellevue,Washington,98006,250,N/A,3400,1908200,1721463,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
348 Northeast 59th Street,Seattle,Washington,98105,250,Composition,2170,1466300,1013888,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3415 61st Avenue Southwest,Seattle,WA,98116,250,Composition,3560,1427500,1059700,N/A,,,,,,,
6695 137th Place Southeast,Newcastle,Washington,98059,250,Composition,1953,1274300,1226256,3,,,,,,,
6679 137th Place Southeast,Newcastle,Washington,98059,250,Composition,1953,1219500,1291914,3,,,,,,,
13240 Northeast 139th Place,Kirkland,Washington,98034,250,Composition,1190,728100,787563,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
6041 35th Avenue Southwest,Seattle,Washington,98126,250,N/A,1340,753100,451650,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
4206 36th Avenue West,Seattle,Washington,98199,250,Composition,1500,783300,1444066,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7903 South Lakeridge Drive,Seattle,Washington,98178,250,N/A,1700,1020900,809200,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
502 North 137th Street,Seattle,Washington,98133,250,Composition,1720,829900,698688,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
10057 Dibble Avenue Northwest,Seattle,Washington,98177,250,N/A,860,799800,1050163,N/A,,,,,,,
16015 Southeast 9th Street,Bellevue,Washington,98008,250,N/A,1320,1222700,1237988,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
3910 South Eddy Street,Seattle,Washington,98118,250,N/A,1980,786200,658900,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
6016 21st Avenue Southwest,Seattle,Washington,98106,250,N/A,1940,822900,617913,N/A,,,,,,,
7911 15th Avenue Southwest,Seattle,Washington,98106,250,N/A,860,537200,721388,N/A,10 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,20ft
4227 Northeast Garfield Avenue,Portland,Oregon,97211,250,Composition,1919,582600,519643,2,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
17933 27th Avenue Southeast,Bothell,Washington,98012,250,Composition,1707,779200,835225,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3004 Fauntleroy Avenue Southwest,Seattle,Washington,98126,250,Metal,1100,524500,970056,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,6ft
6404 Montana Lane,Vancouver,Washington,98661,250,Composition,1600,562200,672938,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1423 41st Avenue East,Seattle,Washington,98112,250,N/A,2170,1854900,2679263,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
1309 North 80th Street,Seattle,Washington,98103,250,Composition,1740,925000,1383300,1,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
7218 South 17th Street,Tacoma,Washington,98405,250,Composition,1970,584800,657325,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,6ft
20304 Park Avenue North,Shoreline,Washington,98133,250,Composition,3120,1047100,1019863,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1161 Northwest Weybridge Way,Beaverton,Oregon,97006,250,Shake / Shingle,1730,586800,552400,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
3224 Northwest 62nd Street,Seattle,Washington,98107,250,Other,2160,1311900,1550463,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
13325 17th Avenue Northeast,Seattle,Washington,98125,250,N/A,1810,921200,885675,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
8231 4th Avenue Northeast,Seattle,Washington,98115,250,N/A,1720,1071000,1340538,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
2547 Northeast 97th Street,Seattle,Washington,98115,250,Composition,3210,1410000,1032875,Multi/Split,,,,,,,
3304 Southwest 172nd Street,Burien,Washington,98166,250,Other,2400,1737800,1534613,N/A,,,,,,,
1815 Northeast 82nd Street,Seattle,Washington,98115,250,N/A,1780,1082100,1068738,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
1735 North 128th Street,Seattle,Washington,98133,250,Composition,1880,867600,1062300,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
5153 South Brighton Street,Seattle,Washington,98118,250,N/A,1800,917700,802913,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
5153 South Brighton Street,Seattle,Washington,98118,250,N/A,1800,917700,802913,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
7923 77th Street Northeast,Marysville,Washington,98270,250,Composition,2745,810000,833375,1,9 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
16541 Northeast 92nd Place,Redmond,Washington,98052,250,Composition,2050,1354600,1296375,N/A,5 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,32ft
3535 Northeast 165th Street,Lake Forest Park,Washington,98155,250,Other,1940,887600,940950,N/A,,,,,,,
3823 South Mead Street,Seattle,Washington,98118,250,Composition,2420,1052100,601350,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3823 South Mead Street,Seattle,Washington,98118,250,Composition,2420,1052100,601350,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
1652 21st Avenue East,Seattle,Washington,98112,250,Other,2050,1608300,1413574,N/A,4 / 12 or less,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
5233 42nd Avenue Southwest,Seattle,Washington,98136,250,Composition,980,896425,910300,1,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
20304 Park Avenue North,Shoreline,Washington,98133,250,Composition,3120,1047100,1019863,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
9610 Roosevelt Way Northeast Unit B,Seattle,Washington,98115,250,N/A,1400,664100,684200,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
3508 Northeast 43rd Street,Seattle,Washington,98105,250,Metal,1950,1470000,1531225,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
1733 S 51st Pl,Ridgefield,WA,98642,250,Asphalt,2098,685200,753875,N/A,,,,,,,
3125 Southeast 140th Avenue,Portland,Oregon,97236,250,Composition,1944,420000,368388,2,,,,,,,
3732 151st Place Southeast,Bothell,Washington,98012,250,Composition,2230,899100,1020550,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
8214 131st Avenue Northeast,Kirkland,Washington,98033,250,Composition,1940,1480000,1695963,Multi/Split,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
325 NE 56th Street,Seattle,WA,98105,250,N/A,2220,1066900,1385725,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
5621 5th Avenue Northeast,Seattle,Washington,98105,250,N/A,3012,1462800,850829,N/A,4 / 12 or less,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
2317 Southeast Tibbetts Street,Portland,Oregon,97202,250,Composition,1612,659300,653056,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
2723 34th Avenue South,Seattle,Washington,98144,250,N/A,2180,1028400,1181850,N/A,,,,,,,
7035 26th Avenue Northwest,Seattle,Washington,98117,250,N/A,1020,720100,1199200,N/A,,,,,,,
22413 67th Place West,Mountlake Terrace,Washington,98043,250,Composition,1563,879200,805088,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
3703 South Burns Street,Seattle,Washington,98118,250,N/A,1060,521700,642325,N/A,,,,,,,
16140 Northeast 42nd Court,Redmond,Washington,98052,250,Shake / Shingle,2740,1893600,1986943,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
5621 5th Avenue Northeast,Seattle,Washington,98105,250,N/A,3012,1462800,850829,N/A,4 / 12 or less,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
6233 1st Avenue Northwest,Seattle,Washington,98107,245,N/A,2880,1962800,1157900,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,1 - 3,20ft
9260 Northwest Harvest Hill Drive,Portland,Oregon,97229,245,Shake / Shingle,2335,686300,672163,N/A,,,,,,,
6320 54th Avenue Northeast,Seattle,Washington,98115,245,Composition,2620,1479900,1107184,N/A,,,,,,,
11904 Lakeside Avenue Northeast,Seattle,Washington,98125,245,N/A,2670,1379200,1260413,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
9046 7th Avenue Northwest,Seattle,Washington,98117,245,N/A,1860,896900,993363,N/A,,,,,,,
532 North 73rd Street,Seattle,Washington,98103,245,Composition,2120,1123600,965725,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
3126 Northeast 80th Street,Seattle,Washington,98115,245,N/A,2110,1265900,1478925,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,28ft
7742 30th Avenue Northeast,Seattle,Washington,98115,245,Metal,1400,1158500,1419381,1,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7308 12th Avenue Northwest,Seattle,Washington,98117,245,N/A,1640,953400,1275075,N/A,8 / 12,1 - 3,32ft,1 - 3,28ft,9 - 20,28ft
37123 Southeast 20th Street,Washougal,Washington,98671,245,Composition,2342,994000,940905,3,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
37123 Southeast 20th Street,Washougal,Washington,98671,245,Composition,2342,994000,940905,3,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
9758 Northeast 127th Place,Kirkland,Washington,98034,245,N/A,1340,871600,1032713,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6516 44th Avenue Northeast,Seattle,Washington,98115,245,Composition,1800,1206101,1326750,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
4604 43rd Avenue South,Seattle,Washington,98118,245,Composition,3110,1513400,1118925,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
18125 94th Avenue Northeast,Bothell,Washington,98011,245,Composition,1720,760900,984650,N/A,10 / 12,4 - 8,32ft,4 - 8,28ft,9 - 20,28ft
4514 South Juneau Street Unit B,Seattle,Washington,98118,245,N/A,1030,522000,455321,N/A,,,,,,,
6245 43rd Avenue Northeast,Seattle,Washington,98115,245,N/A,1420,1158800,1375700,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
4735 35th Avenue Northeast,Seattle,Washington,98105,245,Other,2880,1295000,933063,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
3049 46th Avenue Southwest,Seattle,Washington,98116,245,Composition,1480,889300,827625,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3019 211th Street Southwest,Lynnwood,Washington,98036,245,Composition,1756,1084000,850413,2,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
20123 30th Avenue Northeast,Shoreline,Washington,98155,245,N/A,2370,1026900,782450,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6306 15th Avenue Northeast,Seattle,Washington,98115,245,N/A,2740,1385400,995325,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4561 135th Avenue Southeast,Bellevue,Washington,98006,245,Composition,3526,2876000,2077788,1,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
616 North 61st Street,Seattle,Washington,98103,245,Composition,2796,1160000,1542613,2,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
1702 41st Avenue Southwest,Seattle,Washington,98116,245,N/A,1780,1313400,1457888,N/A,,,,,,,
2738 30th Avenue South,Seattle,Washington,98144,245,Composition,2870,1352700,1055533,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
8015B Densmore Avenue North,Seattle,Washington,98103,245,N/A,1170,796900,1214725,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
8015B Densmore Avenue North,Seattle,Washington,98103,245,N/A,1170,796900,1214725,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10745 Ashworth Avenue North,Seattle,Washington,98133,245,Composition,2400,1040000,845406,2,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2738 30th Avenue South,Seattle,Washington,98144,245,Composition,2870,1352700,1055533,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2738 30th Avenue South,Seattle,Washington,98144,245,Composition,2870,1352700,1055533,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3824 Bagley Avenue North,Seattle,Washington,98103,245,N/A,2200,1198300,1442300,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
14048 Stone Avenue North,Seattle,Washington,98133,245,N/A,1050,678900,728088,N/A,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
3514 Northeast 90th Street,Seattle,Washington,98115,245,Composition,1250,919300,1087225,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
900 West Barrett Street,Seattle,Washington,98119,245,Composition,3100,2199300,1676975,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
900 West Barrett Street,Seattle,Washington,98119,245,Composition,3100,2199300,1676975,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
12955 20th Avenue Northeast,Seattle,Washington,98125,245,Composition,1360,691400,886613,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
17710 Northeast 24th Street,Redmond,Washington,98052,245,N/A,2920,1581100,1755614,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,28ft
1409 Southwest Cloverdale Street,Seattle,Washington,98106,245,N/A,1840,751200,682438,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
6735 Southwest Ventura Drive,Tigard,Oregon,97223,245,Composition,3489,810400,739257,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
1035 Northwest 197th Place,Shoreline,Washington,98177,245,Composition,2750,999950,1471775,1,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4153 45th Avenue Southwest,Seattle,Washington,98116,245,N/A,3420,1264500,1015129,N/A,12 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,28ft
7719 9th Avenue Northwest,Seattle,Washington,98117,245,N/A,1430,923000,1018200,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
12711 11th Avenue Northwest,Seattle,Washington,98177,245,N/A,1400,844700,922275,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
13014 Southeast 46th Street,Bellevue,Washington,98006,245,N/A,2500,1590600,1819938,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
12835 130th Avenue Northeast,Kirkland,Washington,98034,245,N/A,1480,1031700,1106013,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7539 23rd Avenue Northeast,Seattle,Washington,98115,245,N/A,1030,816600,1283000,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
12711 11th Avenue Northwest,Seattle,Washington,98177,245,N/A,1400,844700,922275,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
2524 1st Avenue North,Seattle,Washington,98109,245,N/A,2050,1578800,1639775,N/A,,,,,,,
2524 1st Avenue North,Seattle,Washington,98109,245,N/A,2050,1578800,1639775,N/A,,,,,,,
1926 Northwest 90th Street,Seattle,Washington,98117,245,Composition,2370,1710300,1630588,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4646 1st Avenue Northeast,Seattle,Washington,98105,245,N/A,1950,1023300,1163875,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
7522 134th Avenue Southeast,Newcastle,Washington,98059,245,Composition,2191,1310000,1291275,2,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
14135 110th Avenue Northeast,Kirkland,Washington,98034,245,N/A,1630,1056200,1122750,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
2857 Northwest 73rd Street,Seattle,Washington,98117,245,N/A,1100,731000,1194513,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
2419 Talbot Crest Drive South,Renton,Washington,98055,245,N/A,1920,642400,702788,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
426 10th Avenue East,Seattle,Washington,98102,245,Composition,2360,1515000,742571,1,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
11539 23rd Avenue Northeast,Seattle,Washington,98125,245,Composition,2600,967700,972813,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
8715 Dibble Avenue Northwest,Seattle,Washington,98117,245,Composition,2303,1280000,972663,2,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6518 170th Place Southwest,Edmonds,Washington,98026,245,Built-up,2830,931300,772225,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10446 67th Avenue South,Seattle,Washington,98178,245,N/A,2260,815100,742375,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
4711 South Snoqualmie Street,Seattle,Washington,98118,245,N/A,1710,1029500,922175,N/A,5 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
9912 117th Place Northeast,Kirkland,Washington,98033,245,Composition,1040,1016100,1233688,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,6ft
